track_id,name,uri,genres
3rZYyvpOtgZzRDs0EzGocq,Chỉ Muốn Bên Em Lúc Này (['lofi'] Ver.),spotify:track:3rZYyvpOtgZzRDs0EzGocq,['lofi']
2MVeQRWuCf502Vp3yZ2x5z,Muộn Rồi Mà Sao Còn (Lo-fi Ver by 1 9 6 7) [feat. 1 9 6 7],spotify:track:2MVeQRWuCf502Vp3yZ2x5z,['lofi']
5llStJYcWGrEwjSOkMJ1JL,Đường Tôi Chở Em Về - ['lofi'],spotify:track:5llStJYcWGrEwjSOkMJ1JL,['lofi']
7i7KQbIfY2jKHOs9FAez9o,Gu (['lofi']),spotify:track:7i7KQbIfY2jKHOs9FAez9o,['lofi']
2AG652vgTirAZ5seLLmkzu,Kẻ Điên Tin Vào Tình Yêu - ['lofi'],spotify:track:2AG652vgTirAZ5seLLmkzu,['lofi']
1yIT0DTq8BrRy58Snf9sbC,Lời Em Nói - ['lofi'],spotify:track:1yIT0DTq8BrRy58Snf9sbC,['lofi']
1Qv4Gm6jCjK9wzZ9IXqFHE,Đánh Mất Em (['lofi'] Ver.),spotify:track:1Qv4Gm6jCjK9wzZ9IXqFHE,['lofi']
43EN6U5AgIu06bbZ0pfHv9,Anh Mệt Rồi (['lofi'] Ver.),spotify:track:43EN6U5AgIu06bbZ0pfHv9,['lofi']
788R2DoEe7XIzeZamawv6U,Đừng Gọi Anh Dậy,spotify:track:788R2DoEe7XIzeZamawv6U,['lofi']
1xoadYaxtOp9gHDwgmPDuz,Sài Gòn Hôm Nay Mưa,spotify:track:1xoadYaxtOp9gHDwgmPDuz,['lofi']
6IAqflHsPVm4EpYghXauX7,Sinh Ra Đã Là Thứ Đối Lập Nhau,spotify:track:6IAqflHsPVm4EpYghXauX7,['lofi']
6zTJvSZOSOgkQFZ97c5Rfj,Bông Hoa Chẳng Thuộc Về Ta - Wind Remix,spotify:track:6zTJvSZOSOgkQFZ97c5Rfj,['lofi']
2Egwgnn9bKSsE5OwTXppAb,Thanh Xuân Là Anh,spotify:track:2Egwgnn9bKSsE5OwTXppAb,['lofi']
4iDyFW4a7iCJh2VqSpwGQz,Ai Đưa Em Về,spotify:track:4iDyFW4a7iCJh2VqSpwGQz,['lofi']
27F22WcGDyl4Z2KylVJkXL,Đường Tôi Chở Em Về,spotify:track:27F22WcGDyl4Z2KylVJkXL,['lofi']
2PYDUM2IC01FOTDLQdFxJP,3 1 0 7 - 2 (feat. DuongG & Nau),spotify:track:2PYDUM2IC01FOTDLQdFxJP,['lofi']
42tPbidnAtGqLhzjbax7lY,Lời Nói Điêu Trên Môi Em,spotify:track:42tPbidnAtGqLhzjbax7lY,['lofi']
6it4anLhN4g8sMFkHIJKE2,Anh Yêu Em Nhiều Lắm (['lofi'] Ver.),spotify:track:6it4anLhN4g8sMFkHIJKE2,['lofi']
2dzORhCc70T4SzJUwSIp6d,Bông Hoa Đẹp Nhất (['lofi'] Ver.),spotify:track:2dzORhCc70T4SzJUwSIp6d,['lofi']
0niV56VrIWr6Fn6HrMHdmw,Về Với Anh Đi (['lofi'] Ver.),spotify:track:0niV56VrIWr6Fn6HrMHdmw,['lofi']
7bDUxLH5rIx6xOd7vzNMRo,Có Anh Ở Đây Rồi (['lofi'] Ver.),spotify:track:7bDUxLH5rIx6xOd7vzNMRo,['lofi']
3CxMDAxGAJqvWVyd2BVT3P,Níu Duyên (['lofi'] Ver.),spotify:track:3CxMDAxGAJqvWVyd2BVT3P,['lofi']
16xb57jpnappEqnsIFeL7m,Phố Cũ Còn Anh ['lofi'] Ver,spotify:track:16xb57jpnappEqnsIFeL7m,['lofi']
0l5rDugLBEOGS6L77GPsaT,Matchanah,spotify:track:0l5rDugLBEOGS6L77GPsaT,['lofi']
55dmELbeRGVHhddaULOG8h,Nợ Ai Đó Lời Xin Lỗi,spotify:track:55dmELbeRGVHhddaULOG8h,['lofi']
3KWTC9eo7qkaczytPtHzI6,Hẹn Yêu (['lofi'] Ver.),spotify:track:3KWTC9eo7qkaczytPtHzI6,['lofi']
4Wdwvi2C5MD8zDi9Kg3x4X,Chúng Ta Sau Này,spotify:track:4Wdwvi2C5MD8zDi9Kg3x4X,['lofi']
4keSr5zqcPpE18j4CxYN9Z,Chẳng Ai Yêu Mãi Một Người (['lofi'] Ver.),spotify:track:4keSr5zqcPpE18j4CxYN9Z,['lofi']
6Bwfp26rlqnG7RKAYin4Ru,Chẳng Thể Tìm Được Em,spotify:track:6Bwfp26rlqnG7RKAYin4Ru,['lofi']
5F752FHeg6DF3BGC1jpKhh,Lời Nói Điêu Trên Môi Em (['lofi']) [feat. Freak D],spotify:track:5F752FHeg6DF3BGC1jpKhh,['lofi']
2MORKZPutesHpzm7bCU5GW,Chúng Ta Sau Này - ['lofi'],spotify:track:2MORKZPutesHpzm7bCU5GW,['lofi']
6TD5xfffOnYHliuF1wzL6U,Sài Gòn Đau Lòng Quá,spotify:track:6TD5xfffOnYHliuF1wzL6U,['lofi']
4PsLzeKbnAhifKa3IitSoI,Kẻ Mộng Mơ (['lofi'] Version),spotify:track:4PsLzeKbnAhifKa3IitSoI,['lofi']
2c0QMztYu6PCfFrGLqHXIV,Răng Khôn (feat. RIN9),spotify:track:2c0QMztYu6PCfFrGLqHXIV,['lofi']
0icpVkIbpWZyr1YRZDzVYl,Vài Giây Nữa Thôi (['lofi'] Ver.),spotify:track:0icpVkIbpWZyr1YRZDzVYl,['lofi']
7v6a4ZnRzpJU0Fz1Jta9MH,Mãi mãi không phải anh (['lofi']),spotify:track:7v6a4ZnRzpJU0Fz1Jta9MH,['lofi']
7IerPeiRJsJfVaPW73GmbS,Bao Tiền Một Mớ Bình Yên,spotify:track:7IerPeiRJsJfVaPW73GmbS,['lofi']
7mfHNA1FCYTdRvwQhY0W8p,Trò Đùa,spotify:track:7mfHNA1FCYTdRvwQhY0W8p,['lofi']
1QsIuSly9PoUZlS095s8vA,Điều Buồn Nhất,spotify:track:1QsIuSly9PoUZlS095s8vA,['lofi']
6ofT2iaGBNKXOnJv29Bj6y,Mặt Trời Của Em,spotify:track:6ofT2iaGBNKXOnJv29Bj6y,['lofi']
3MKbyTg6WfRuAU86RfmcHe,Đừng Xem Ai Đó Là Cả Thế Giới,spotify:track:3MKbyTg6WfRuAU86RfmcHe,['lofi']
3drJCtHs6gk0dcXNVc25Kb,Vài Giây Nữa Thôi,spotify:track:3drJCtHs6gk0dcXNVc25Kb,['lofi']
0Nygf4DGjQHWCfdDbRL8FT,Ngoặt - ['lofi'] Version,spotify:track:0Nygf4DGjQHWCfdDbRL8FT,['lofi']
2vRppvhtfqFZlAXGU8beio,Thì Thôi (['lofi'] Ver.),spotify:track:2vRppvhtfqFZlAXGU8beio,['lofi']
0AIWtHPm3sH6YDzsTPXPPl,anh thèm được ngủ,spotify:track:0AIWtHPm3sH6YDzsTPXPPl,['lofi']
2FfRZUJP9ArFl8sCxmdT5h,Cô Ấy Nói (['lofi'] Ver.),spotify:track:2FfRZUJP9ArFl8sCxmdT5h,['lofi']
6ZHGdNYXz1l1YW2tGumJbJ,Chờ Đợi Có Đáng Sợ,spotify:track:6ZHGdNYXz1l1YW2tGumJbJ,['lofi']
0WtrZoeofTFqP6uNcZtixN,Răng Khôn (['lofi'] Version),spotify:track:0WtrZoeofTFqP6uNcZtixN,['lofi']
2EMbVMhUtYNfuAhTi9HvBk,Lỡ Say Bye Là Bye,spotify:track:2EMbVMhUtYNfuAhTi9HvBk,['lofi']
1izPmgSW7FV6XFdEOiTvOY,Em Không Hiểu,spotify:track:1izPmgSW7FV6XFdEOiTvOY,['lofi']
1jFpkl8IaZuUrLgyYQYIWn,3 1 0 7 - 2 - ['lofi'] Ver.,spotify:track:1jFpkl8IaZuUrLgyYQYIWn,['lofi']
5nD5PVXUkIpv0WcwfNFrgS,Khi Em Lớn,spotify:track:5nD5PVXUkIpv0WcwfNFrgS,['lofi']
0AZvy0fyu1uYxf0qboPsQl,Hôm Nay Em Cưới Rồi ['lofi'] Ver,spotify:track:0AZvy0fyu1uYxf0qboPsQl,['lofi']
7dJVE53hGAX9TcKH0abFic,Yêu Thầm,spotify:track:7dJVE53hGAX9TcKH0abFic,['lofi']
0SmQ0UWeiHKQtxUej4Rem6,Tháng Năm,spotify:track:0SmQ0UWeiHKQtxUej4Rem6,['lofi']
1MQ97OxIEAMm5BUHbS6yHv,Giữa Đại Lộ Đông Tây,spotify:track:1MQ97OxIEAMm5BUHbS6yHv,['lofi']
5SUXc3Xe4GaWyDo45v6Lea,Dù Cho Mai Về Sau,spotify:track:5SUXc3Xe4GaWyDo45v6Lea,['lofi']
0rIrFq7cRTG1q8ga01cNmx,"""Tối""",spotify:track:0rIrFq7cRTG1q8ga01cNmx,['lofi']
50cmxP6KlnQA9IG3q5ckKD,Mascara,spotify:track:50cmxP6KlnQA9IG3q5ckKD,['lofi']
6NF5nPpgBzC5NGjjQJEGlD,Phố Cũ Còn Anh,spotify:track:6NF5nPpgBzC5NGjjQJEGlD,['lofi']
7jL2RrkkCdWCZ2sgMbOD5x,Sau Chia Tay...Ai Cũng Khác,spotify:track:7jL2RrkkCdWCZ2sgMbOD5x,['lofi']
1CyYcBdukmFjFibDZaDlHc,To The Moon,spotify:track:1CyYcBdukmFjFibDZaDlHc,['lofi']
3BwFxsC7QpRejdE9GXFQI4,Chỉ Còn Ta Và Ta Giữa Trời,spotify:track:3BwFxsC7QpRejdE9GXFQI4,['lofi']
0ZaHfA4m7SlE2QHA3KNoXj,Em Có Nghe,spotify:track:0ZaHfA4m7SlE2QHA3KNoXj,['lofi']
0gbleOaRNM5lyJgFwwAD86,Lời Yêu Ngây Dại,spotify:track:0gbleOaRNM5lyJgFwwAD86,['lofi']
5wFxD2PtMPHmb2LZ6ltLVX,Em Không Cô Đơn,spotify:track:5wFxD2PtMPHmb2LZ6ltLVX,['lofi']
2A8jgttLJ2Y1YXPL6BIzA0,Giấc Mộng,spotify:track:2A8jgttLJ2Y1YXPL6BIzA0,['lofi']
2Od0QwkZrFRyIPJlGb1xNf,Alone,spotify:track:2Od0QwkZrFRyIPJlGb1xNf,['lofi']
2ghLoa5lMU5eMhKYZhgxce,Một Nửa Yêu Thương,spotify:track:2ghLoa5lMU5eMhKYZhgxce,['lofi']
3VOeGtJwJh2jslvQAFaaEn,Chuyện Rằng,spotify:track:3VOeGtJwJh2jslvQAFaaEn,['lofi']
5WHuqG7vz4Hy0BU47fPpVp,Nghe Em,spotify:track:5WHuqG7vz4Hy0BU47fPpVp,['lofi']
2QIRuHGVTmp9HL2u4irHMt,Tình Yêu Xanh Lá (juju),spotify:track:2QIRuHGVTmp9HL2u4irHMt,['lofi']
4nwdFVU1yT5j9zTaTv1rxk,Mai Mình Xa,spotify:track:4nwdFVU1yT5j9zTaTv1rxk,['lofi']
1HDrKXya87GMQfAGPlqNS9,Muốn Nói Với Em,spotify:track:1HDrKXya87GMQfAGPlqNS9,['lofi']
2AiZm17zqkV7llT3SHz4Nu,Bài Này Chill Phết,spotify:track:2AiZm17zqkV7llT3SHz4Nu,['lofi']
7wkX67ruxr3x2GFz6vyIX9,Bước Qua Mùa Cô Đơn,spotify:track:7wkX67ruxr3x2GFz6vyIX9,['lofi']
5Bti0azlFhMattVY76qFr9,Lạ Lùng,spotify:track:5Bti0azlFhMattVY76qFr9,['lofi']
4XkeDeEoSxS7V1B4cjDshU,Her Summer,spotify:track:4XkeDeEoSxS7V1B4cjDshU,['lofi']
3N2auD9Ego0CeUNoHCvScm,Hoa Chưa Tàn Tình Đã Tan (['lofi'] Version),spotify:track:3N2auD9Ego0CeUNoHCvScm,['lofi']
5smh1aMWQLiZUnAaGOTNaQ,Bỏ Em Vào Balo - ['lofi'],spotify:track:5smh1aMWQLiZUnAaGOTNaQ,['lofi']
3F01704foATsP1IM4GSVz1,Dại Khờ - ['lofi'],spotify:track:3F01704foATsP1IM4GSVz1,['lofi']
0YvtL5CgEKCpEgPAbLSmpU,Em Có Muốn Nghe Nỗi Buồn Của Anh,spotify:track:0YvtL5CgEKCpEgPAbLSmpU,['lofi']
4G8x8BlZeOgkkw9z588YMT,Ending,spotify:track:4G8x8BlZeOgkkw9z588YMT,['lofi']
5il1lMB67V4Hhu3aMvHSSv,Lý Do Nào Để Quay Lại Với Nhau,spotify:track:5il1lMB67V4Hhu3aMvHSSv,['lofi']
38PIXQs17fHMoRSDb5DqN9,Instagram,spotify:track:38PIXQs17fHMoRSDb5DqN9,['lofi']
5VuJoNuYTWBVlvvhIe9L5g,Cigarette,spotify:track:5VuJoNuYTWBVlvvhIe9L5g,['lofi']
2WOpp4vm16unl0N3i3BNNv,Tình Đắng Như Ly Cà Phê,spotify:track:2WOpp4vm16unl0N3i3BNNv,['lofi']
6uMNe8s4p6DbVwzkbAK2qu,Liệu Giờ,spotify:track:6uMNe8s4p6DbVwzkbAK2qu,['lofi']
0NxqMsJHjk0EO77yNjAGDs,Thanh Xuân Là Anh,spotify:track:0NxqMsJHjk0EO77yNjAGDs,['lofi']
7AS3f6iaLQ4NZCMZKuhWmy,Bật Nhạc Lên,spotify:track:7AS3f6iaLQ4NZCMZKuhWmy,['lofi']
20QqBCV8JYjNHu1shbpv2p,Bông Hoa Chẳng Thuộc Về Ta - Wind Remix,spotify:track:20QqBCV8JYjNHu1shbpv2p,['lofi']
32K6zBYFUUxKrdsoZd7k3v,Berlin,spotify:track:32K6zBYFUUxKrdsoZd7k3v,['lofi']
6PBb4EUK1fnHLimVG2MMVp,Như Anh Mơ,spotify:track:6PBb4EUK1fnHLimVG2MMVp,['lofi']
33ISD5e3fEp72qV35w1wE8,Hàng Nghìn Kilomet,spotify:track:33ISD5e3fEp72qV35w1wE8,['lofi']
7oX6qKTnKeVG6iT0qG1i29,Bông Hoa Đẹp Nhất,spotify:track:7oX6qKTnKeVG6iT0qG1i29,['lofi']
7y20mtSOQ3dKiObmalzF4I,Lời Nói Điêu Trên Môi Em,spotify:track:7y20mtSOQ3dKiObmalzF4I,['lofi']
0FNu83U9cbw9OGGMloMiOZ,Thương Thầm (['lofi'] Ver.),spotify:track:0FNu83U9cbw9OGGMloMiOZ,['lofi']
2loAh8Q1tZ72WQiUgAUIUI,Nơi Em Thuộc Về Anh - ['lofi'] Version,spotify:track:2loAh8Q1tZ72WQiUgAUIUI,['lofi']
350jyz12XEeC1blsfcrYaG,Sao Em Lại Tắt Máy?,spotify:track:350jyz12XEeC1blsfcrYaG,['lofi']
55NSsreyvVqqZEbHzkuduS,Chỉ Còn Ta Và Ta Giữa Trời,spotify:track:55NSsreyvVqqZEbHzkuduS,['lofi']
3wn8HJNjkY4wzTBy35ZvQ6,bao tiền một mớ bình yên?,spotify:track:3wn8HJNjkY4wzTBy35ZvQ6,['lofi']
17iGUekw5nFt5mIRJcUm3R,Chúng Ta Của Hiện Tại,spotify:track:17iGUekw5nFt5mIRJcUm3R,['lofi']
1EmMFSLRVkOszCa4ul9z0F,3107 3,spotify:track:1EmMFSLRVkOszCa4ul9z0F,['lofi']
5TzRsrN1CYRPlUyBagEB6b,Sau Chia Tay... Ai Cũng Khác,spotify:track:5TzRsrN1CYRPlUyBagEB6b,['lofi']
1MiJk3dXC5jzhvLFP0dUM7,Thức Giấc,spotify:track:1MiJk3dXC5jzhvLFP0dUM7,['lofi']
1Huy9G87D6pbIveFulsH0P,Âm Thầm Bên Em,spotify:track:1Huy9G87D6pbIveFulsH0P,['lofi']
5Msoarj5hk9LguTtiIyqug,Ngày Đầu Tiên,spotify:track:5Msoarj5hk9LguTtiIyqug,['lofi']
5H7UgZQk2p5x4nmeuDjmE4,Đau Nhất Là Lặng Im,spotify:track:5H7UgZQk2p5x4nmeuDjmE4,['lofi']
0zCGKGZB5aySnQQSHWRGIT,có hẹn với thanh xuân,spotify:track:0zCGKGZB5aySnQQSHWRGIT,['lofi']
4AgFXIVT7hVhBZ5DEOaLu3,tiny ['love'],spotify:track:4AgFXIVT7hVhBZ5DEOaLu3,['lofi']
014DA3BdnmD3kI5pBogH7c,Cứ Chill Thôi,spotify:track:014DA3BdnmD3kI5pBogH7c,['lofi']
6iXGivPFpsqKmrINhIbPvx,Buồn Thì Cứ Khóc Đi,spotify:track:6iXGivPFpsqKmrINhIbPvx,['lofi']
6HpDKKSDZ8QpSHfikENIBC,Gác Lại Âu Lo,spotify:track:6HpDKKSDZ8QpSHfikENIBC,['lofi']
4I2ne5vm5LJmrXAfqgjAG4,Tình Ca Tình Ta,spotify:track:4I2ne5vm5LJmrXAfqgjAG4,['lofi']
7rjtRM1AgmmraeTTX8tofW,THERE'S NO ONE AT ALL,spotify:track:7rjtRM1AgmmraeTTX8tofW,['lofi']
7F6T7OjussTO0PcuFi2izd,Vài Câu Nói Có Khiến Người Thay Đổi - ['lofi'] Version,spotify:track:7F6T7OjussTO0PcuFi2izd,['lofi']
153fqaiQSioY7vmKZpvmJY,Sẽ Chẳng Yêu Người Khác Đâu,spotify:track:153fqaiQSioY7vmKZpvmJY,['lofi']
76KYaCx7UjHwlnrqzcovLZ,10 Ngàn Năm,spotify:track:76KYaCx7UjHwlnrqzcovLZ,['lofi']
11OxuU5y7ebAJyKaY8dOl0,Lý Do Nào Để Quay Lại Với Nhau,spotify:track:11OxuU5y7ebAJyKaY8dOl0,['lofi']
2N8RSAhMMQgNUd5XcPYTC9,Anh Sẽ Để Em Đi,spotify:track:2N8RSAhMMQgNUd5XcPYTC9,['lofi']
0h9XgolSQzMJJH1xrQsoPU,ai rồi cũng bỏ anh đi,spotify:track:0h9XgolSQzMJJH1xrQsoPU,['lofi']
3DLtPObflLQBodZN8qGODT,2AM,spotify:track:3DLtPObflLQBodZN8qGODT,['lofi']
47Y12sZlWlug3AceKoS5Hh,Phố Đã Lên Đèn,spotify:track:47Y12sZlWlug3AceKoS5Hh,['lofi']
75NgcOsgURBLTPpRzAsxp0,Tháng 4 Là Lời Nói Dối Của Em - Live in Sài Gòn,spotify:track:75NgcOsgURBLTPpRzAsxp0,['lofi']
5U30iZBlmxkpHqzb1OSnBS,Yêu 5,spotify:track:5U30iZBlmxkpHqzb1OSnBS,['lofi']
4inMQ83GNpQ2OHDredH5hW,24h,spotify:track:4inMQ83GNpQ2OHDredH5hW,['lofi']
0Rx4GFPy8ISxPhRwkjl64b,"ex's hate me, Pt. 2",spotify:track:0Rx4GFPy8ISxPhRwkjl64b,['lofi']
65uxT4ZGe6eOABj1g5V2Fj,Hướng Dương,spotify:track:65uxT4ZGe6eOABj1g5V2Fj,['lofi']
08lcaEllrzR9sI8BmCvatD,time for bed,spotify:track:08lcaEllrzR9sI8BmCvatD,['lofi']
6oe5zExzYwBSM11Oht4WEM,An Unknown Journey,spotify:track:6oe5zExzYwBSM11Oht4WEM,['lofi']
2jO5VahItb6BzUAd1mW5AA,Blooming Dales,spotify:track:2jO5VahItb6BzUAd1mW5AA,['lofi']
60IWkxGtf9Ir5bemYL1XFi,A Meditation,spotify:track:60IWkxGtf9Ir5bemYL1XFi,['lofi']
75MMSZZYu5UCEENHcyWoak,A Friendly Hello,spotify:track:75MMSZZYu5UCEENHcyWoak,['lofi']
6h0Ot63iDprbarV3qq6H0P,Star Trail,spotify:track:6h0Ot63iDprbarV3qq6H0P,['lofi']
1L2PKNp3lGnpt7mjgaQy43,I Thought We Were Friends,spotify:track:1L2PKNp3lGnpt7mjgaQy43,['lofi']
7ykagyXRkELxAXEiuzgBjl,The only one,spotify:track:7ykagyXRkELxAXEiuzgBjl,['lofi']
3JX2DXm6ZwUEC3bneSEqrG,Close Your Eyes,spotify:track:3JX2DXm6ZwUEC3bneSEqrG,['lofi']
0V0bQUdAe8yzkX8lUXnQVf,Kukui Leaves,spotify:track:0V0bQUdAe8yzkX8lUXnQVf,['lofi']
5kPaCd3Qv2cHwChpbGUrTS,Sentimental Mood,spotify:track:5kPaCd3Qv2cHwChpbGUrTS,['lofi']
0iIYe5ghXSB7U39jKYTjND,Parallel Worlds,spotify:track:0iIYe5ghXSB7U39jKYTjND,['lofi']
05j7FJrxkQRjaLep7Ohocf,After The Rain,spotify:track:05j7FJrxkQRjaLep7Ohocf,['lofi']
499RbK7zVKbP1KDCSAZCzb,Rust,spotify:track:499RbK7zVKbP1KDCSAZCzb,['lofi']
3bbDI8m7Cq7Jg32U3qwEFf,Build with ['love'],spotify:track:3bbDI8m7Cq7Jg32U3qwEFf,['lofi']
09v67kYhGUDp8NvZtgf2DR,Misty Meadows,spotify:track:09v67kYhGUDp8NvZtgf2DR,['lofi']
2XSo0kAqiFr2foK3ztxRfy,Cruelty,spotify:track:2XSo0kAqiFr2foK3ztxRfy,['lofi']
6BhztWZlPNuSsyQAhvPfZu,Blank Canvas,spotify:track:6BhztWZlPNuSsyQAhvPfZu,['lofi']
29adV3blIhgh46gYyF5Zie,from me to you,spotify:track:29adV3blIhgh46gYyF5Zie,['lofi']
7sU5okineqL92aApizxg4k,Home,spotify:track:7sU5okineqL92aApizxg4k,['lofi']
1xYBDCComkNeNQq3vFTPM9,Sacrifice,spotify:track:1xYBDCComkNeNQq3vFTPM9,['lofi']
3Qcp71jYONlRaFML01JsDI,Introspection,spotify:track:3Qcp71jYONlRaFML01JsDI,['lofi']
1nlNyW02o3PTTpi7Eh9MQn,Left Unsaid,spotify:track:1nlNyW02o3PTTpi7Eh9MQn,['lofi']
1YcA4FOohJCZx21notkOkK,Voice Of The Forest,spotify:track:1YcA4FOohJCZx21notkOkK,['lofi']
3XUEKEmVM4oXRRaDq4qg7L,Lost Tapes,spotify:track:3XUEKEmVM4oXRRaDq4qg7L,['lofi']
6fkgOHgB2zIf97cOdngqwH,Pearls,spotify:track:6fkgOHgB2zIf97cOdngqwH,['lofi']
3pPOkI55DHeZq72nDbzAMz,Unusual Place,spotify:track:3pPOkI55DHeZq72nDbzAMz,['lofi']
4AS9QFWT90aWjWvPvq19O2,Hourglass,spotify:track:4AS9QFWT90aWjWvPvq19O2,['lofi']
2laVl0jWSHCMP4y68Gc1K0,Star Sailing,spotify:track:2laVl0jWSHCMP4y68Gc1K0,['lofi']
6tMZvhhROuvyA28xGaIWlP,Down by the Lake,spotify:track:6tMZvhhROuvyA28xGaIWlP,['lofi']
4Y7yehXb1FJlcmPA82lasd,Better than Yesterday,spotify:track:4Y7yehXb1FJlcmPA82lasd,['lofi']
2YBB9uvgHOpG0kAu5Ew6uK,Old Friend,spotify:track:2YBB9uvgHOpG0kAu5Ew6uK,['lofi']
7nJB3EHiK9KOEogORYv7OM,Inner Peace,spotify:track:7nJB3EHiK9KOEogORYv7OM,['lofi']
5aKmUTX522UD4Zl8rtox5E,Macabre,spotify:track:5aKmUTX522UD4Zl8rtox5E,['lofi']
1ZWd4kJoM1WkMspdsafSZh,Berlin,spotify:track:1ZWd4kJoM1WkMspdsafSZh,['lofi']
5UoeeNuozxuHA0c5YTR6Ro,Dancing in the Dark,spotify:track:5UoeeNuozxuHA0c5YTR6Ro,['lofi']
7JSz7NmogS3vInAzc1ZNPJ,Lune,spotify:track:7JSz7NmogS3vInAzc1ZNPJ,['lofi']
4h3KM0HdN1xnYexB7zCIjG,Tiger Lily,spotify:track:4h3KM0HdN1xnYexB7zCIjG,['lofi']
6wQOgdcT5kAgZ396bMBxL1,Moonglow,spotify:track:6wQOgdcT5kAgZ396bMBxL1,['lofi']
2AOT6tZXAwaATDPyF3NWJu,Drifting,spotify:track:2AOT6tZXAwaATDPyF3NWJu,['lofi']
1rnMtjOkTgRtV69vH43N0U,Stellar Wind,spotify:track:1rnMtjOkTgRtV69vH43N0U,['lofi']
5hz7Rb4QbDbutFZWfg4zh8,snowfall,spotify:track:5hz7Rb4QbDbutFZWfg4zh8,['lofi']
4CPiP64ySLFm2d8FK4jpvy,Coming Home,spotify:track:4CPiP64ySLFm2d8FK4jpvy,['lofi']
7L3EQuik0hTkdbCIHz0X7N,Winds On Mars,spotify:track:7L3EQuik0hTkdbCIHz0X7N,['lofi']
6pTcVLVlDJjlU6pkaa0rSQ,Tziporrah,spotify:track:6pTcVLVlDJjlU6pkaa0rSQ,['lofi']
03DcRwk6tVO3HobEruJ4z1,outer space,spotify:track:03DcRwk6tVO3HobEruJ4z1,['lofi']
3J0UxxSWkmEnMrjBBBU8nE,Everything (You Are),spotify:track:3J0UxxSWkmEnMrjBBBU8nE,['lofi']
07aKdUaMKPxdH12L0NTOEQ,Days Past,spotify:track:07aKdUaMKPxdH12L0NTOEQ,['lofi']
6J4AJS7HB9eN8BupeurCCU,Fantasia,spotify:track:6J4AJS7HB9eN8BupeurCCU,['lofi']
7hrvkwaEdQsf3eplPSHerF,Hold My Hand,spotify:track:7hrvkwaEdQsf3eplPSHerF,['lofi']
33LpEx1bDXRkeznxhFpO76,on fiji hill,spotify:track:33LpEx1bDXRkeznxhFpO76,['lofi']
4vxItbZpDtTmH5ZRNPq63m,New Beginnings,spotify:track:4vxItbZpDtTmH5ZRNPq63m,['lofi']
5pV2vgWKbi0adGeA9MgdaB,Sincere,spotify:track:5pV2vgWKbi0adGeA9MgdaB,['lofi']
2tkZRKUSuWbwhQoYeVnqCZ,Koshi,spotify:track:2tkZRKUSuWbwhQoYeVnqCZ,['lofi']
2dCZQi8ZaZF0faNy856Epx,hope,spotify:track:2dCZQi8ZaZF0faNy856Epx,['lofi']
7E3gqQUdmokxYRF6nPIqai,ayla,spotify:track:7E3gqQUdmokxYRF6nPIqai,['lofi']
3qNHLruAZsYo9qwhYEcHwk,Lacrima Rossa,spotify:track:3qNHLruAZsYo9qwhYEcHwk,['lofi']
5BqulqMgCNnyoK8wZriHoI,We Met,spotify:track:5BqulqMgCNnyoK8wZriHoI,['lofi']
06v0cmXHezC73h0rSYzUVr,Parallels,spotify:track:06v0cmXHezC73h0rSYzUVr,['lofi']
0xtR0XBepSY2ITeAjtAbLI,New Light,spotify:track:0xtR0XBepSY2ITeAjtAbLI,['lofi']
2EA1Xvdp2k5F2EZesjEe3x,Caramellow,spotify:track:2EA1Xvdp2k5F2EZesjEe3x,['lofi']
5fU2bSQzXMNIzfksE9vzcA,Prenma,spotify:track:5fU2bSQzXMNIzfksE9vzcA,['lofi']
36pSJ5xbZ6pzgRO0fZ4SdA,Life's Short,spotify:track:36pSJ5xbZ6pzgRO0fZ4SdA,['lofi']
32DttoRpK9pJW79WPpVevv,Teahouse Spirits,spotify:track:32DttoRpK9pJW79WPpVevv,['lofi']
4xgbgngfiCpNgLNu0r2OUa,Eventide,spotify:track:4xgbgngfiCpNgLNu0r2OUa,['lofi']
4meAgjG7DzYhfqtSsE30S4,Until We Meet Again,spotify:track:4meAgjG7DzYhfqtSsE30S4,['lofi']
62BhTmNdpOZ86ADz0H0Z2g,Voyage,spotify:track:62BhTmNdpOZ86ADz0H0Z2g,['lofi']
4MAVbFiNnuVFlj1YNOL15k,Never be prey to the winds,spotify:track:4MAVbFiNnuVFlj1YNOL15k,['lofi']
6tIqT0g4EjFMXTMC49ELr1,Paper Planes,spotify:track:6tIqT0g4EjFMXTMC49ELr1,['lofi']
5xyhG7nGl3A8pvFFCEbTdl,Mujinas Ramen Shop,spotify:track:5xyhG7nGl3A8pvFFCEbTdl,['lofi']
4nVxdzfl3Ttpj6WiuNcRRa,Flower of Memories,spotify:track:4nVxdzfl3Ttpj6WiuNcRRa,['lofi']
3oBUAYwM9wCXzHk4YEhd9J,Evermore,spotify:track:3oBUAYwM9wCXzHk4YEhd9J,['lofi']
2qcOSHRaW10bq9sJ9bODxH,Daydream,spotify:track:2qcOSHRaW10bq9sJ9bODxH,['lofi']
7c1VFRJucQcoD5Lr4wWzQK,a lonely star,spotify:track:7c1VFRJucQcoD5Lr4wWzQK,['lofi']
6G0vgx6pRV8UspD63Xq1W4,Amber,spotify:track:6G0vgx6pRV8UspD63Xq1W4,['lofi']
