track_id,name,uri,genres,vietnamese_genres,emotion_genres
17iGUekw5nFt5mIRJcUm3R,Chúng Ta Của Hiện Tại,spotify:track:17iGUekw5nFt5mIRJcUm3R,"['v-pop', 'vinahouse', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
7LVrrX8pkzI9fMF88nGabt,Đi Về Nhà,spotify:track:7LVrrX8pkzI9fMF88nGabt,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
6IAqflHsPVm4EpYghXauX7,Sinh Ra Đã Là Thứ Đối Lập Nhau,spotify:track:6IAqflHsPVm4EpYghXauX7,"['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']","['vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",['v-pop']
7wkX67ruxr3x2GFz6vyIX9,Bước Qua Mùa Cô Đơn,spotify:track:7wkX67ruxr3x2GFz6vyIX9,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
2LykruN1mQlg9nuUaE7dvQ,Nàng Thơ,spotify:track:2LykruN1mQlg9nuUaE7dvQ,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']","['vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']",['v-pop']
5Ojsg9xR0wlTpDIW1qLYz2,Đom Đóm,spotify:track:5Ojsg9xR0wlTpDIW1qLYz2,"['v-pop', 'vietnamese lo-fi', 'vinahouse']",['vietnamese lo-fi'],['v-pop']
5zH2inEP6THOY8tomr3DdZ,Trên Tình Bạn Dưới Tình Yêu,spotify:track:5zH2inEP6THOY8tomr3DdZ,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
3pyHABNUu0QxeyH1x8p7yf,Gặp Nhưng Không Ở Lại,spotify:track:3pyHABNUu0QxeyH1x8p7yf,"['v-pop', 'vinahouse', 'vietnam indie']",['vietnam indie'],['v-pop']
05RlEsnD2yUygC5Ukjy7RW,BLACKJACK,spotify:track:05RlEsnD2yUygC5Ukjy7RW,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
56JyO6Cav1GwtayPU7PXEx,từ thích thích thành thương thương,spotify:track:56JyO6Cav1GwtayPU7PXEx,"['v-pop', 'vietnamese hip hop', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
3Mj39aPp9Ts9utchsXZcjZ,Lo Xa,spotify:track:3Mj39aPp9Ts9utchsXZcjZ,"['v-pop', 'vietnam indie', 'vinahouse']",['vietnam indie'],['v-pop']
0SmQ0UWeiHKQtxUej4Rem6,Tháng Năm,spotify:track:0SmQ0UWeiHKQtxUej4Rem6,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
6HpDKKSDZ8QpSHfikENIBC,Gác Lại Âu Lo,spotify:track:6HpDKKSDZ8QpSHfikENIBC,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
42mIT9wfmgA48DTN8GmCxX,Giá Như,spotify:track:42mIT9wfmgA48DTN8GmCxX,"['v-pop', 'vietnam indie', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
0167mYf0UIa3qBqy4NZgt5,CILU,spotify:track:0167mYf0UIa3qBqy4NZgt5,"['v-pop', 'vietnam indie', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
2QIRuHGVTmp9HL2u4irHMt,Tình Yêu Xanh Lá (juju),spotify:track:2QIRuHGVTmp9HL2u4irHMt,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
4yAJOZ8ZBAKfXCI20hsVjf,Lời Đường Mật,spotify:track:4yAJOZ8ZBAKfXCI20hsVjf,"['v-pop', 'vietnamese hip hop', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
4uky9M3nN9ymXPm8KmJDvb,Trò Chơi,spotify:track:4uky9M3nN9ymXPm8KmJDvb,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
5L6UkGeVNHy7CurA8aVhpy,Yêu Một Người Sao Buồn Đến Thế,spotify:track:5L6UkGeVNHy7CurA8aVhpy,"['v-pop', 'vinahouse']",[],['v-pop']
6jOP08e9PHDnoF3reZcePE,Qua Khung Cửa Sổ,spotify:track:6jOP08e9PHDnoF3reZcePE,"['v-pop', 'vietnam indie', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
3sV8ExJeOGXbanczafavZv,Bigcityboi (feat. Touliver),spotify:track:3sV8ExJeOGXbanczafavZv,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
3VOeGtJwJh2jslvQAFaaEn,Chuyện Rằng,spotify:track:3VOeGtJwJh2jslvQAFaaEn,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
1AAGvzJRWMTKx7PNfeTvP4,Missing You,spotify:track:1AAGvzJRWMTKx7PNfeTvP4,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
2Jaaw8PrdUfPlU6o6tL5dl,Mascara,spotify:track:2Jaaw8PrdUfPlU6o6tL5dl,"['v-pop', 'vietnam indie', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
6iXGivPFpsqKmrINhIbPvx,Buồn Thì Cứ Khóc Đi,spotify:track:6iXGivPFpsqKmrINhIbPvx,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
2z9iLlNBt1aLZUCFgXby97,CÓ CHẮC YÊU LÀ ĐÂY,spotify:track:2z9iLlNBt1aLZUCFgXby97,"['v-pop', 'vinahouse', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
0J2otOvMdg62gVMMjwOvSK,Hoa Hải Đường,spotify:track:0J2otOvMdg62gVMMjwOvSK,"['v-pop', 'vietnamese lo-fi', 'vinahouse']",['vietnamese lo-fi'],['v-pop']
6jcG3yZ0e2CSI6omkYO1ut,Thích Quá Rùi Nà,spotify:track:6jcG3yZ0e2CSI6omkYO1ut,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
6B1Io9VDzMAmwFjrplDJw8,từ chối nhẹ nhàng thôi,spotify:track:6B1Io9VDzMAmwFjrplDJw8,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
22F7P7QnaVspdf5rKveBaS,Lối Nhỏ,spotify:track:22F7P7QnaVspdf5rKveBaS,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
2AiZm17zqkV7llT3SHz4Nu,Bài Này Chill Phết,spotify:track:2AiZm17zqkV7llT3SHz4Nu,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
703QXwWn5KdNaoviarYHAO,Trời hôm nay nhiều mây cực!,spotify:track:703QXwWn5KdNaoviarYHAO,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
014DA3BdnmD3kI5pBogH7c,Cứ Chill Thôi,spotify:track:014DA3BdnmD3kI5pBogH7c,"['v-pop', 'vietnam indie', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
3b34161QoxLwsqhWSPy9i5,Thanh Xuân,spotify:track:3b34161QoxLwsqhWSPy9i5,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
4RZJObXQzsKQLd25LBjBG8,Em Bé,spotify:track:4RZJObXQzsKQLd25LBjBG8,"['v-pop', 'vietnamese hip hop', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
5uye47llqkE8Oyn56Y3IkW,Người Ơi Người Ở Đừng Về (feat. Suboi),spotify:track:5uye47llqkE8Oyn56Y3IkW,"['v-pop', 'vinahouse', 'vietnam indie']",['vietnam indie'],['v-pop']
39t3ly1KisXk4u57D6fKSE,Em Đã Thương Người Ta Hơn Anh,spotify:track:39t3ly1KisXk4u57D6fKSE,"['v-pop', 'vinahouse']",[],['v-pop']
5HaKldnT9gWe70hr8bstmh,Tình Nào Không Như Tình Đầu,spotify:track:5HaKldnT9gWe70hr8bstmh,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
2dEpaH5nsfnzU61LQ9rJuH,Hoa Nở Không Màu,spotify:track:2dEpaH5nsfnzU61LQ9rJuH,"['v-pop', 'vietnamese lo-fi', 'vietnamese bolero', 'bolero', 'vinahouse']","['vietnamese lo-fi', 'vietnamese bolero']",['v-pop']
1HDrKXya87GMQfAGPlqNS9,Muốn Nói Với Em,spotify:track:1HDrKXya87GMQfAGPlqNS9,"['vietnamese lo-fi', 'v-pop', 'vietnamese hip hop', 'vietnam indie']","['vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']",['v-pop']
2LKI0fGEKR3RWAiY2jqq8k,Một Cú Lừa,spotify:track:2LKI0fGEKR3RWAiY2jqq8k,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
2IDZxVWQypWxYIP6wqDzGN,em bỏ hút thuốc chưa,spotify:track:2IDZxVWQypWxYIP6wqDzGN,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
0Rx4GFPy8ISxPhRwkjl64b,"ex's hate me, Pt. 2",spotify:track:0Rx4GFPy8ISxPhRwkjl64b,"['v-pop', 'vietnamese hip hop', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
1503Da6qbgNifRnRwIjtZe,Vùng Ký Ức,spotify:track:1503Da6qbgNifRnRwIjtZe,"['v-pop', 'vietnam indie', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
5Nd0com2T4rHRZO2YFwD2n,Ngày Tận Thế,spotify:track:5Nd0com2T4rHRZO2YFwD2n,"['v-pop', 'vietnam indie', 'vietnamese bolero']","['vietnam indie', 'vietnamese bolero']",['v-pop']
79xFFmGKtEyky0I2G9U9Jg,yêu thì yêu không yêu thì yêu,spotify:track:79xFFmGKtEyky0I2G9U9Jg,"['v-pop', 'vietnamese hip hop', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
0vB6E5gTZtnpodQCCW29JN,sao anh chưa về nhà,spotify:track:0vB6E5gTZtnpodQCCW29JN,"['v-pop', 'vietnamese hip hop', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
5TkvKPd7Bxv4xfU6cq6GGd,So Rang Em Biet Anh Con Yeu Em,spotify:track:5TkvKPd7Bxv4xfU6cq6GGd,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']","['vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']",['v-pop']
27mHlM5VYrQhQ0xQDXXvg1,Khác Biệt To Lớn,spotify:track:27mHlM5VYrQhQ0xQDXXvg1,"['v-pop', 'vinahouse']",[],['v-pop']
5mBWIm9EGnhZRYBYgAS72m,Để Mị Nói Cho Mà Nghe,spotify:track:5mBWIm9EGnhZRYBYgAS72m,"['v-pop', 'vinahouse', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
3HJ0EW4kd9S1NRCm039Fsk,Kẻ Cắp Gặp Bà Già (feat. Binz),spotify:track:3HJ0EW4kd9S1NRCm039Fsk,"['v-pop', 'vinahouse', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
5dZHey2U2xrNpvgyop8URS,Duyên Âm,spotify:track:5dZHey2U2xrNpvgyop8URS,"['v-pop', 'vinahouse', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
031jyNUkkD02vrkgZDGJxu,Em Đây Chẳng Phải Thúy Kiều,spotify:track:031jyNUkkD02vrkgZDGJxu,"['v-pop', 'vinahouse', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
01WDJ9gcaXFuNzY5ir9CaE,Lắm Mối Tối Ngồi Không,spotify:track:01WDJ9gcaXFuNzY5ir9CaE,"['v-pop', 'vinahouse', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
3yWacnoBnM0lrzLmXAk44d,"Em Không Sai, Chúng Ta Sai",spotify:track:3yWacnoBnM0lrzLmXAk44d,"['v-pop', 'vinahouse', 'vietnam indie']",['vietnam indie'],['v-pop']
4bCuBkeVRofawnFkGu05fu,Cần Gì Hơn,spotify:track:4bCuBkeVRofawnFkGu05fu,"['v-pop', 'vietnam indie', 'vinahouse']",['vietnam indie'],['v-pop']
4mIyzgHPhoR1Lu3Y9okmM2,Thang Dien,spotify:track:4mIyzgHPhoR1Lu3Y9okmM2,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
6ly8wObp76oQL7vZayI5Zs,Anh Là Ai,spotify:track:6ly8wObp76oQL7vZayI5Zs,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
58ll2hFYb7bcdEN6YHbODP,Mặt Trời Của Em,spotify:track:58ll2hFYb7bcdEN6YHbODP,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
348dR8a22Tu2yUvCfYuXsi,Da Lo Yeu Em Nhieu,spotify:track:348dR8a22Tu2yUvCfYuXsi,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
31Rxc3kfQjI7WpaRKskQs2,Nụ Cười,spotify:track:31Rxc3kfQjI7WpaRKskQs2,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
1absfaIfEuL60pPs51NnLp,Ngày Tuyệt Vời Nhất,spotify:track:1absfaIfEuL60pPs51NnLp,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
696w9BHmEY62myVCSDyrYW,Có Em Đời Bỗng Vui,spotify:track:696w9BHmEY62myVCSDyrYW,"['v-pop', 'vietnam indie', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
0Bk064jKjWtfdOD8UkcImR,Và Thế Là Hết,spotify:track:0Bk064jKjWtfdOD8UkcImR,"['v-pop', 'vietnam indie', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
2OZTkXYCNbZS9TwPRy52Js,Đi Đu Đưa Đi,spotify:track:2OZTkXYCNbZS9TwPRy52Js,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
0ZP4bO2ywAv44HiEzzHaq5,Ngày Mai Em Đi,spotify:track:0ZP4bO2ywAv44HiEzzHaq5,"['v-pop', 'vietnam indie', 'vietnamese bolero', 'vietnamese hip hop', 'vinahouse']","['vietnam indie', 'vietnamese bolero', 'vietnamese hip hop']",['v-pop']
6hUpxEKFSjS8metuA1yxlf,Vai Lan Don Dua,spotify:track:6hUpxEKFSjS8metuA1yxlf,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
7KNVYQdx7arRoeEJi9C9IR,Tinh Nhan Oi,spotify:track:7KNVYQdx7arRoeEJi9C9IR,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
0wBfjdd1PyQsw3YeEFBrgT,Nước Mắt Em Lau Bằng Tình Yêu Mới,spotify:track:0wBfjdd1PyQsw3YeEFBrgT,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
5QD4S8vG6j7b73qyly52dP,"Không Sao Mà, Em Đây Rồi",spotify:track:5QD4S8vG6j7b73qyly52dP,"['v-pop', 'vietnam indie', 'vinahouse']",['vietnam indie'],['v-pop']
5pf3f5rhtUnZ1PeTcHKVdz,Có Người,spotify:track:5pf3f5rhtUnZ1PeTcHKVdz,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
4LOhNmNsr4JSSQqTIsrUo1,"Sau Này, Hãy Gặp Lại Nhau Khi Hoa Nở",spotify:track:4LOhNmNsr4JSSQqTIsrUo1,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
0piLGIj0C7RR4B2gowEqmO,Khó Vẽ Nụ Cười (feat. Du Uyen),spotify:track:0piLGIj0C7RR4B2gowEqmO,"['v-pop', 'vietnamese hip hop', 'vinahouse']",['vietnamese hip hop'],['v-pop']
23zwIyB2kh1hMKBhs7edPJ,Suýt Nữa Thì,spotify:track:23zwIyB2kh1hMKBhs7edPJ,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
7fFvPlrcO79gXfErRuqaoC,Những Kẻ Mộng Mơ,spotify:track:7fFvPlrcO79gXfErRuqaoC,"['v-pop', 'vinahouse']",[],['v-pop']
2gT5LL3uRANxvvmDxaULbQ,Thương Em Là Điều Anh Không Thể Ngờ,spotify:track:2gT5LL3uRANxvvmDxaULbQ,"['v-pop', 'vinahouse']",[],['v-pop']
423psT9xFX4cIJtbsNzf7W,Chưa Bao Giờ,spotify:track:423psT9xFX4cIJtbsNzf7W,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
3Lpk4lQN6nziIwI7pY8NO2,Dấu Mưa,spotify:track:3Lpk4lQN6nziIwI7pY8NO2,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
6yRhrIxPIpCsdc2hL5q2OG,Thả Vào Mưa,spotify:track:6yRhrIxPIpCsdc2hL5q2OG,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
7aSGnEnPVodoO8AtKSuzZl,Cánh Đồng Yêu Thương,spotify:track:7aSGnEnPVodoO8AtKSuzZl,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
7995kB8y1bhLkmWbnGfVOe,Mùa Hè Phía Chân Trời (Nhạc Phim Tháng 5 Để Dành),spotify:track:7995kB8y1bhLkmWbnGfVOe,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
5CLVwtxgHf7Sq4whKzkyXj,Chiều Nay Không Có Mưa Bay,spotify:track:5CLVwtxgHf7Sq4whKzkyXj,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
5R0BmQw3qvUhZLfPDLf10w,Trái Đất Tròn Không Gì Là Không Thể,spotify:track:5R0BmQw3qvUhZLfPDLf10w,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
1CIR7UAbM5j9hcThZS8Dkz,Một Giấc Mơ (feat. Kimmese),spotify:track:1CIR7UAbM5j9hcThZS8Dkz,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
43OkLcIBJxhuIvyxY6Fqiu,ĐÃ TỪNG LÀ,spotify:track:43OkLcIBJxhuIvyxY6Fqiu,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
4XkeDeEoSxS7V1B4cjDshU,Her Summer,spotify:track:4XkeDeEoSxS7V1B4cjDshU,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
1ayp8veQBb6NRZepn7ENm6,Lạ Lùng,spotify:track:1ayp8veQBb6NRZepn7ENm6,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
0B1ZnYwYefkNhZeE8ZQpv5,Đông Kiếm Em,spotify:track:0B1ZnYwYefkNhZeE8ZQpv5,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
0AXYXHoam4tHLAcRkEescf,Cô Gái M52,spotify:track:0AXYXHoam4tHLAcRkEescf,"['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vinahouse']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
4a5wfF0SGh3XnDSvihVw79,They Said,spotify:track:4a5wfF0SGh3XnDSvihVw79,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
2qnnREp8mFVipaEoUlw9ya,Hai Triệu Năm,spotify:track:2qnnREp8mFVipaEoUlw9ya,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
7GxSshyjKx46dlIV2UoVrc,Anh Đếch Cần Gì Nhiều Ngoài Em,spotify:track:7GxSshyjKx46dlIV2UoVrc,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
1LXX0v5Nk5YR6gip7WL7g1,Mười Năm (Lộn Xộn 3),spotify:track:1LXX0v5Nk5YR6gip7WL7g1,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
0g1lSO4QxUCoxpVp0xvDmD,Đi Theo Bóng Mặt Trời,spotify:track:0g1lSO4QxUCoxpVp0xvDmD,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
5HK1vERAqCVgCWyRQBClAv,Ngày Khác Lạ,spotify:track:5HK1vERAqCVgCWyRQBClAv,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
2FWBdovgRvBSzA1JESUe0D,Làm Gì Phải Hốt,spotify:track:2FWBdovgRvBSzA1JESUe0D,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
7gxlKu5NBdbOHD5aHBAouf,Cho Tôi Lang Thang,spotify:track:7gxlKu5NBdbOHD5aHBAouf,"['vietnam indie', 'v-pop', 'vietnamese lo-fi', 'vietnamese hip hop']","['vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']",['v-pop']
6OSWTtSplw9SWv33aDmKWB,Em Dạo Này,spotify:track:6OSWTtSplw9SWv33aDmKWB,"['vietnam indie', 'v-pop', 'vietnamese lo-fi', 'vietnamese hip hop']","['vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']",['v-pop']
7AzGrpsT9kTI6OUdMXlHWe,LẦN CUỐI (đi bên em xót xa người ơi),spotify:track:7AzGrpsT9kTI6OUdMXlHWe,"['vietnam indie', 'v-pop', 'vietnamese lo-fi', 'vietnamese hip hop']","['vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']",['v-pop']
7ho5xWwyYi7KJzJxyM1sPJ,CHUYỂN KÊNH (sản phẩm này không phải là thuốc),spotify:track:7ho5xWwyYi7KJzJxyM1sPJ,"['vietnam indie', 'v-pop', 'vietnamese lo-fi', 'vietnamese hip hop']","['vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']",['v-pop']
5Sh5CK6GReVbZJqUOnvg0f,Bài Ka Tuổi Trẻ,spotify:track:5Sh5CK6GReVbZJqUOnvg0f,"['v-pop', 'vietnam indie', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
2qc4FFBylFT5YhvMJMX50R,Đi Để Trở Về,spotify:track:2qc4FFBylFT5YhvMJMX50R,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
5spB6Z40wYgt7hzPhnZVbi,Sáng Mắt Chưa,spotify:track:5spB6Z40wYgt7hzPhnZVbi,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
6PLNoijWdc3dWqc1KKjv73,Đâu Cần Một Bài Ca Tình Yêu,spotify:track:6PLNoijWdc3dWqc1KKjv73,"['v-pop', 'vietnam indie', 'vinahouse']",['vietnam indie'],['v-pop']
6LzTNjxQ67qJ2AxoQJvvVg,Thương Nhiều Hơn Nói,spotify:track:6LzTNjxQ67qJ2AxoQJvvVg,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
5TS51iQud7BUVEwoKqMvVz,Quan Trong La Than Thai - Original,spotify:track:5TS51iQud7BUVEwoKqMvVz,"['v-pop', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
1yNHcXf3122hM5UJ0UWz4V,Gene,spotify:track:1yNHcXf3122hM5UJ0UWz4V,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
1C7aNWtuAK07clP7lOQnno,So Close,spotify:track:1C7aNWtuAK07clP7lOQnno,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
2IggMTlkERCVSYu2OIiG49,No Boyfriend - Original,spotify:track:2IggMTlkERCVSYu2OIiG49,"['v-pop', 'vietnamese hip hop', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
52oyR8Wjhdzg7zucr8keYl,Đường Một Chiều,spotify:track:52oyR8Wjhdzg7zucr8keYl,"['v-pop', 'vietnamese hip hop', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
1U8bwOTAtnqlWMCn1mwYyj,Có Chàng Trai Viết Lên Cây,spotify:track:1U8bwOTAtnqlWMCn1mwYyj,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
7JVxQjXcMlIwHuwrq7AY8E,1 Phút,spotify:track:7JVxQjXcMlIwHuwrq7AY8E,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
6UgaKUJSO0Xp47x6pL1LaA,Em Khong The,spotify:track:6UgaKUJSO0Xp47x6pL1LaA,"['v-pop', 'vietnam indie', 'vinahouse']",['vietnam indie'],['v-pop']
6uZya2oCjigBaM7uRhuGZ6,Khi Cô Đơn Em Nhớ Ai,spotify:track:6uZya2oCjigBaM7uRhuGZ6,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']","['vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']",['v-pop']
