track_id,name,uri,genres,vietnamese_genres,emotion_genres
1QwcsJpl97Ut2vCVxx3u1w,Người Ta Nói,spotify:track:1QwcsJpl97Ut2vCVxx3u1w,"['v-pop', 'vietnamese bolero', 'vinahouse']",['vietnamese bolero'],['v-pop']
7eEWraXIvpuMBZldT0msaT,Bản Tình Ca Đầu Tiên,spotify:track:7eEWraXIvpuMBZldT0msaT,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
6sMJKFitJkR4c0jQKOc2Ig,Tại Sao,spotify:track:6sMJKFitJkR4c0jQKOc2Ig,"['v-pop', 'vietnamese bolero', 'vinahouse']",['vietnamese bolero'],['v-pop']
7kStUD0pVnEZVOtzLCDIAu,Tình Khúc Vàng,spotify:track:7kStUD0pVnEZVOtzLCDIAu,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']","['vietnamese lo-fi', 'vietnam indie']",['v-pop']
4ipFpvvpfgArxna9dilot2,Và Tôi Cũng Yêu Em,spotify:track:4ipFpvvpfgArxna9dilot2,"['v-pop', 'vietnam indie', 'vietnamese bolero', 'vietnamese hip hop', 'vinahouse']","['vietnam indie', 'vietnamese bolero', 'vietnamese hip hop']",['v-pop']
5girKEYCh4EofLoJmZN7b4,Vụt Mất,spotify:track:5girKEYCh4EofLoJmZN7b4,['v-pop'],[],['v-pop']
1kWAJ7GFA0iEkAtfOBipnP,Vệt Nắng Cuối Trời,spotify:track:1kWAJ7GFA0iEkAtfOBipnP,"['v-pop', 'vinahouse', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
5jL52tCe1AUiuFB7PvcmNh,Nghi Ngờ,spotify:track:5jL52tCe1AUiuFB7PvcmNh,"['v-pop', 'vinahouse']",[],['v-pop']
0A3R8yEM1tBs2tpOIaBUDs,Khóc,spotify:track:0A3R8yEM1tBs2tpOIaBUDs,"['v-pop', 'vinahouse']",[],['v-pop']
5no6gej6kznmpf2PonDIHK,Dằm Trong Tim,spotify:track:5no6gej6kznmpf2PonDIHK,"['vinahouse', 'v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
06MVs9q7n1Z93Vs2UCi89b,Lời Thú Tội Ngọt Ngào,spotify:track:06MVs9q7n1Z93Vs2UCi89b,"['v-pop', 'vinahouse']",[],['v-pop']
19EqzdsSokjTsvunV1aprW,Nhớ Rất Nhớ,spotify:track:19EqzdsSokjTsvunV1aprW,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
4g0oc0KVxue1hdTmzyFPsj,Là Con Gái Thật Tuyệt,spotify:track:4g0oc0KVxue1hdTmzyFPsj,"['v-pop', 'vinahouse', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
5b7N0SxydSBNZGh0eowyGi,Nếu Như Anh Đến,spotify:track:5b7N0SxydSBNZGh0eowyGi,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
63ft44M7o0SsO77m7OCFqM,Thien Duong Goi Ten,spotify:track:63ft44M7o0SsO77m7OCFqM,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
4Ky4QIFJMF51Kd8pIfJqAG,Một Vòng Trái Đất (Remix),spotify:track:4Ky4QIFJMF51Kd8pIfJqAG,['v-pop'],[],['v-pop']
7m2sU0QLFfhhOPMjyB0SoA,Nếu Phải Xa Nhau,spotify:track:7m2sU0QLFfhhOPMjyB0SoA,['v-pop'],[],['v-pop']
4QhpfI5bRtQV6H6fQqarGp,Hà Nội Mùa Vắng Những Cơn Mưa,spotify:track:4QhpfI5bRtQV6H6fQqarGp,['v-pop'],[],['v-pop']
1wJ2cb82CQk4h9JQu9DBID,Mùa Thu Vàng,spotify:track:1wJ2cb82CQk4h9JQu9DBID,['v-pop'],[],['v-pop']
6Jpaqxr5EgpCT4IVQrB6u4,Mong Ước Kỷ Niệm Xưa,spotify:track:6Jpaqxr5EgpCT4IVQrB6u4,['v-pop'],[],['v-pop']
4gGuOU0YZux3p4NiofzfWu,Ngày Xuân Long Phụng Sum Vầy,spotify:track:4gGuOU0YZux3p4NiofzfWu,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
6skRYwGbbvXwH6MwzpGItA,Em Nhớ Anh,spotify:track:6skRYwGbbvXwH6MwzpGItA,"['v-pop', 'vietnamese hip hop', 'vinahouse']",['vietnamese hip hop'],['v-pop']
0FrYKITvpkNgdiZVrBMP28,Dong Thoi Gian,spotify:track:0FrYKITvpkNgdiZVrBMP28,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
1ZJO0CZ93peZuuRORyAcRX,Hoạ Mi Tóc Nâu,spotify:track:1ZJO0CZ93peZuuRORyAcRX,"['v-pop', 'vietnamese bolero', 'vietnam indie']","['vietnamese bolero', 'vietnam indie']",['v-pop']
1P8YW29J8oGxWBUGKadUPh,Ông Bà Anh,spotify:track:1P8YW29J8oGxWBUGKadUPh,"['v-pop', 'vietnam indie', 'vinahouse']",['vietnam indie'],['v-pop']
3UWNIhKkuuUehpKaraVSSM,Bức Thư Tình Thứ Hai,spotify:track:3UWNIhKkuuUehpKaraVSSM,['v-pop'],[],['v-pop']
74h1byxD9v3asWVEvIPgQC,Nồng Nàn Hà Nội,spotify:track:74h1byxD9v3asWVEvIPgQC,['v-pop'],[],['v-pop']
4blRIgLGW0ATN9EKIDUeFi,Valentine Chờ,spotify:track:4blRIgLGW0ATN9EKIDUeFi,"['v-pop', 'vinahouse']",[],['v-pop']
7KTa3JeYTQufFPLAfMxezs,Forever Alone,spotify:track:7KTa3JeYTQufFPLAfMxezs,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
6DTfZe9U5bletLMPPdfDxw,Katy Katy,spotify:track:6DTfZe9U5bletLMPPdfDxw,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
5UjnR3mtf3m7Qp4UdJpR4j,Bài hát cho em,spotify:track:5UjnR3mtf3m7Qp4UdJpR4j,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
2vtPL1AUtpBiRocmWpfwzB,Dù có cách xa,spotify:track:2vtPL1AUtpBiRocmWpfwzB,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
2hLg1Pbi7UFMGGBqOPY5Rb,Đếm Ngày Xa Em,spotify:track:2hLg1Pbi7UFMGGBqOPY5Rb,"['v-pop', 'vietnamese hip hop', 'vinahouse']",['vietnamese hip hop'],['v-pop']
2ZGPGavvuhKst4YulDNsvs,Ngay Xua Em Den,spotify:track:2ZGPGavvuhKst4YulDNsvs,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
4dtIsbBhX0gk8Cyj0MP5JU,Katy,spotify:track:4dtIsbBhX0gk8Cyj0MP5JU,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
2sCf2O5bFN7u0eGGsLWc6R,Cơn Gió Lạ,spotify:track:2sCf2O5bFN7u0eGGsLWc6R,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
2gaAcgDNzxHMgYO5SmsY0I,Bâng Khuâng,spotify:track:2gaAcgDNzxHMgYO5SmsY0I,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
7iYjIqTrM9fdncKjuDVnOa,Quê Tôi,spotify:track:7iYjIqTrM9fdncKjuDVnOa,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
3eqMW2b2P3zxIvOk4gmZMi,Ai Khổ Vì Ai,spotify:track:3eqMW2b2P3zxIvOk4gmZMi,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
3NmG0Cp0cALdAvYGfBpUdV,Viên Đá Nhỏ,spotify:track:3NmG0Cp0cALdAvYGfBpUdV,['v-pop'],[],['v-pop']
7ldX07ZaiZRY9y8Ih1qKUl,Vu Vơ,spotify:track:7ldX07ZaiZRY9y8Ih1qKUl,"['v-pop', 'vietnamese hip hop', 'vinahouse']",['vietnamese hip hop'],['v-pop']
1IDn3Zb8O3D6EdLbjn4RXx,Phút Yêu Đầu,spotify:track:1IDn3Zb8O3D6EdLbjn4RXx,"['v-pop', 'vinahouse', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
27xxDQLyqnEN7pCFqI8oun,Bài Ca Tình Yêu,spotify:track:27xxDQLyqnEN7pCFqI8oun,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
0QuHDNAMrZrL8WTr3E5TK1,Vầng Trăng Khóc,spotify:track:0QuHDNAMrZrL8WTr3E5TK1,"['v-pop', 'vinahouse', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
37KEMM9tMw5Tb5GWlBmOVM,Dành Cho Em,spotify:track:37KEMM9tMw5Tb5GWlBmOVM,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
56bNDmyQcTg1g8KiMmgyqH,Cho Em,spotify:track:56bNDmyQcTg1g8KiMmgyqH,['v-pop'],[],['v-pop']
7E5ttU5opWiE0UE2nFfVIX,Đổi Thay,spotify:track:7E5ttU5opWiE0UE2nFfVIX,"['v-pop', 'vinahouse']",[],['v-pop']
6YSY9QfbuWT0Vawykai11B,Cô Bé Mùa Đông,spotify:track:6YSY9QfbuWT0Vawykai11B,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
52Wmaeb2gNHObO3WlwpEvw,Tình Yêu Tôi Hát,spotify:track:52Wmaeb2gNHObO3WlwpEvw,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
7mekx8F4eizrm2uLw4uCaa,Quên,spotify:track:7mekx8F4eizrm2uLw4uCaa,"['v-pop', 'vinahouse', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
79qX4jI8rwx4vnXWeyHBPj,Chuyện Mưa,spotify:track:79qX4jI8rwx4vnXWeyHBPj,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
1R9LgseDFIRjPZyJ1W6LDq,Ngọn Đồi Chong Chóng,spotify:track:1R9LgseDFIRjPZyJ1W6LDq,['v-pop'],[],['v-pop']
7GyjHy12cIgZeBjFbW9NHU,Khóc Thêm Lần Nữa,spotify:track:7GyjHy12cIgZeBjFbW9NHU,['v-pop'],[],['v-pop']
6W8voa9EsfnYSW7qRfT5TI,Ngôi Nhà Hoa Hồng,spotify:track:6W8voa9EsfnYSW7qRfT5TI,['v-pop'],[],['v-pop']
4vxr2ccAO33E05770kXfMd,Bối Rối,spotify:track:4vxr2ccAO33E05770kXfMd,"['v-pop', 'vinahouse']",[],['v-pop']
2r2G9169qXx4b29f4xKot7,Như Phút Ban Đầu,spotify:track:2r2G9169qXx4b29f4xKot7,"['v-pop', 'vinahouse']",[],['v-pop']
1QoEs95UcKglqpcYx6qam1,Con Đường Hạnh Phúc,spotify:track:1QoEs95UcKglqpcYx6qam1,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
2iTzIxM3EcXXnWYyqnwbZ6,Xe Đạp,spotify:track:2iTzIxM3EcXXnWYyqnwbZ6,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
7mGnyV8iszJprTTUxD3aua,Giấc Mơ Trưa,spotify:track:7mGnyV8iszJprTTUxD3aua,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
2r1GVGkRLQRdc9gqnNnpRa,Gạt Đi Nước Mắt,spotify:track:2r1GVGkRLQRdc9gqnNnpRa,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
33BslugUJpTt9lHeb7wDA0,Ngọn Đồi Chong Chóng (feat. Bảo Thy),spotify:track:33BslugUJpTt9lHeb7wDA0,['v-pop'],[],['v-pop']
1ScaiabFNmmuThBiKOD0H0,Ngoi Nha Hoa Hong,spotify:track:1ScaiabFNmmuThBiKOD0H0,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
3QoE0a8SanFE7SXBjpD1lK,Ngày Xưa Em Đến,spotify:track:3QoE0a8SanFE7SXBjpD1lK,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
5YzftnHVf92OoOZKcQ7uFa,Vu Vơ,spotify:track:5YzftnHVf92OoOZKcQ7uFa,"['v-pop', 'vietnamese hip hop', 'vinahouse']",['vietnamese hip hop'],['v-pop']
5olwPW2wBHErHJNy2rQj8g,Imma Heartbreaker,spotify:track:5olwPW2wBHErHJNy2rQj8g,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
1WMGQr0U8fbP3dTK1mnRcN,Qua Đêm Nay,spotify:track:1WMGQr0U8fbP3dTK1mnRcN,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
1QwSqNlknVSTdmmtjsOGM9,dằm trong tim,spotify:track:1QwSqNlknVSTdmmtjsOGM9,"['v-pop', 'vietnam indie', 'vinahouse']",['vietnam indie'],['v-pop']
5Ulc0ZAPCP5Pzi6lHA0NYF,Chuyện,spotify:track:5Ulc0ZAPCP5Pzi6lHA0NYF,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
0HxRpliu6PSRrErDoYklNH,Giấc Mơ Có Thật,spotify:track:0HxRpliu6PSRrErDoYklNH,"['vietnamese bolero', 'bolero', 'v-pop']",['vietnamese bolero'],['v-pop']
2jjjF7RUqdPFVvmrxnELlB,Phố Xa,spotify:track:2jjjF7RUqdPFVvmrxnELlB,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
36vjH8DmNk234Cf5tdTIBp,Yêu Lại Từ Đầu,spotify:track:36vjH8DmNk234Cf5tdTIBp,"['v-pop', 'vinahouse', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
06EJRDo0Ui1EYcGkaGtICP,Imma-heartbreaker (feat. LK & Emily),spotify:track:06EJRDo0Ui1EYcGkaGtICP,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
0NyrI1tMvqcK3vU5z9DMdI,She Neva Knows,spotify:track:0NyrI1tMvqcK3vU5z9DMdI,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
4Q9Vi3NqzpmGHImi6EWR5M,Xin Anh Đừng,spotify:track:4Q9Vi3NqzpmGHImi6EWR5M,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
1iEpORt7u5nP5tvm6mEJnQ,My Lady,spotify:track:1iEpORt7u5nP5tvm6mEJnQ,"['v-pop', 'vietnamese hip hop', 'vinahouse']",['vietnamese hip hop'],['v-pop']
4JuK3sUaCO5trM6J8wLO0C,Mùa Thu Tình Yêu,spotify:track:4JuK3sUaCO5trM6J8wLO0C,"['v-pop', 'vietnamese bolero', 'bolero']",['vietnamese bolero'],['v-pop']
0lu6RX9gevLjDI4oVMy42G,Nồng Nàn Hà Nội,spotify:track:0lu6RX9gevLjDI4oVMy42G,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
5jail5dR2hx7tyLUV7Q6W6,Hoa Nắng,spotify:track:5jail5dR2hx7tyLUV7Q6W6,"['v-pop', 'vietnamese bolero', 'bolero']",['vietnamese bolero'],['v-pop']
7DrN3HT4GSYI2zsBLsotEU,Hoa Sữa,spotify:track:7DrN3HT4GSYI2zsBLsotEU,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
5UOpjLoP4RhErLVwwqjKw8,Thì Thầm Mùa Xuân,spotify:track:5UOpjLoP4RhErLVwwqjKw8,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
7843ngQIIA5NLCx3Fg4qCm,Hương Ngọc Lan,spotify:track:7843ngQIIA5NLCx3Fg4qCm,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
2NcpzPfzey5QFYx808A6zW,Tóc Ngắn,spotify:track:2NcpzPfzey5QFYx808A6zW,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
2AjVCrZoxoijNi4mV2Cd3I,Hoa Cỏ Mùa Xuân,spotify:track:2AjVCrZoxoijNi4mV2Cd3I,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
1Y1GDXcjsnIODQfog5sYdw,Ước Gì,spotify:track:1Y1GDXcjsnIODQfog5sYdw,"['v-pop', 'vietnamese bolero', 'vietnam indie']","['vietnamese bolero', 'vietnam indie']",['v-pop']
1Ixpkub1LNzERxVeaEKE9l,Sóng Tình,spotify:track:1Ixpkub1LNzERxVeaEKE9l,"['v-pop', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
4K9nqqfMfdYwmrjqQ4Ti4d,Xe đạp ơi,spotify:track:4K9nqqfMfdYwmrjqQ4Ti4d,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
5RakdRxDnkLkObqsV06Muh,Bay giữa ngân hà,spotify:track:5RakdRxDnkLkObqsV06Muh,"['v-pop', 'vietnamese bolero', 'vinahouse']",['vietnamese bolero'],['v-pop']
0T9bUvI2qzus84gO8USlHB,Cây Đàn Sinh Viên,spotify:track:0T9bUvI2qzus84gO8USlHB,"['v-pop', 'vietnamese bolero', 'vietnam indie']","['vietnamese bolero', 'vietnam indie']",['v-pop']
6Jsd5NyEqs7fQeTufEDvc1,Biết Yêu (OST Vũ Điệu Xì Tin),spotify:track:6Jsd5NyEqs7fQeTufEDvc1,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
27wwszEAXbOD37VcQzp26n,Tan Biến,spotify:track:27wwszEAXbOD37VcQzp26n,['v-pop'],[],['v-pop']
0cVJzC7KE0dhYqOd3m5Sha,Dòng Thời Gian - Metaplay R&B,spotify:track:0cVJzC7KE0dhYqOd3m5Sha,"['v-pop', 'vietnamese lo-fi']",['vietnamese lo-fi'],['v-pop']
2VHZTYqOowwUj7pWvv5xHG,Mùa yêu đầu,spotify:track:2VHZTYqOowwUj7pWvv5xHG,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
3Dd13Ie4YbC2uO1icRB9q8,Em Về Tinh Khôi,spotify:track:3Dd13Ie4YbC2uO1icRB9q8,"['vietnam indie', 'v-pop']",['vietnam indie'],['v-pop']
0Y7t5muEU8srhZmUqOTUzD,Gió Đanh Đò Đưa,spotify:track:0Y7t5muEU8srhZmUqOTUzD,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
3vOeIwy413hAoRZnf2bnhM,Tìm (Lost),spotify:track:3vOeIwy413hAoRZnf2bnhM,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse']","['vietnamese hip hop', 'vietnam indie']",['v-pop']
1weKuyH9Vjx3MEvDeGZKpS,Ngày Ấy Bạn Và Tôi,spotify:track:1weKuyH9Vjx3MEvDeGZKpS,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']","['vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']",['v-pop']
1XpdjkzshHf48mcXzLkyjp,Dẫu Có Lỗi Lầm,spotify:track:1XpdjkzshHf48mcXzLkyjp,"['v-pop', 'vietnamese bolero']",['vietnamese bolero'],['v-pop']
6bv8hKvaGsTC0xyeIVnYRW,Giấc Mơ Tình Yêu,spotify:track:6bv8hKvaGsTC0xyeIVnYRW,"['v-pop', 'vietnamese bolero', 'vietnam indie']","['vietnamese bolero', 'vietnam indie']",['v-pop']
5Li0AHuqCw52Zg5l0PGzTi,Phố Xa,spotify:track:5Li0AHuqCw52Zg5l0PGzTi,"['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi']",['v-pop']
0ePCUw9OhDCOPRJbzOqxyn,Lệ Lưu Ly (Remix),spotify:track:0ePCUw9OhDCOPRJbzOqxyn,"['vinahouse', 'vietnamese lo-fi', 'v-pop', 'lo-fi']",['vietnamese lo-fi'],['v-pop']
0e3k3JxBTIT4uzIdfBCBRZ,Nhìn Em Lần Cuối - Remix Vinahouse,spotify:track:0e3k3JxBTIT4uzIdfBCBRZ,"['vinahouse', 'v-pop']",[],['v-pop']
5K3HEmrKmaBUl8Zj9P0VWo,Em Ngốc Quá - Air Remix,spotify:track:5K3HEmrKmaBUl8Zj9P0VWo,"['vinahouse', 'v-pop']",[],['v-pop']
26JM9Vu7Jx1UpTMmR9E1QG,Em Là Nhất Miền Tây - Phong DN Remix | Hỡi Em Má Đỏ Môi Hồng Hot TikTok,spotify:track:26JM9Vu7Jx1UpTMmR9E1QG,"['vinahouse', 'v-pop']",[],['v-pop']
5mT9DKaZh1t9cZGj2jrR9M,Rượu Mừng Hóa Người Dưng - Remix Deep House,spotify:track:5mT9DKaZh1t9cZGj2jrR9M,"['vinahouse', 'v-pop']",[],['v-pop']
478Gbi8CHCeTpRbKczMVlA,Vở Kịch Của Em (Qinn Remix),spotify:track:478Gbi8CHCeTpRbKczMVlA,"['vinahouse', 'v-pop']",[],['v-pop']
1tJZ6rICUSySkeFrXYaY58,Kiếp Má Hồng (Qinn Remix),spotify:track:1tJZ6rICUSySkeFrXYaY58,"['vinahouse', 'v-pop']",[],['v-pop']
0KOigg4ywapxkya22Yg371,Cảm Ơn Vì Tất Cả - Remix Vinahouse,spotify:track:0KOigg4ywapxkya22Yg371,"['vinahouse', 'v-pop']",[],['v-pop']
5CNC0vwQTnArHStAGwiH7s,Khi Người Mình Yêu Khóc - Vinz Remix,spotify:track:5CNC0vwQTnArHStAGwiH7s,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
1e73BBttwEY9kDPnoO0cF7,Thương Thầm - Remix,spotify:track:1e73BBttwEY9kDPnoO0cF7,"['vietnamese lo-fi', 'vinahouse', 'v-pop', 'lo-fi']",['vietnamese lo-fi'],['v-pop']
0kg1Y9XSuSDA7wguazfosI,Rượu Mừng Hóa Người Dưng (NH4T Remix),spotify:track:0kg1Y9XSuSDA7wguazfosI,"['vinahouse', 'v-pop']",[],['v-pop']
6dplm9GMJDxMnxdE2zgRl2,Có Duyên Không Nợ - Remix Deep House,spotify:track:6dplm9GMJDxMnxdE2zgRl2,"['vinahouse', 'v-pop']",[],['v-pop']
0Of4l5U9VA485ZtarO5rHU,Gió x Đom Đóm (Remix),spotify:track:0Of4l5U9VA485ZtarO5rHU,"['vinahouse', 'v-pop', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
0lOjqvaMs2OkBPU61I7jAO,Duyên Trời Lấy 2 (Remix),spotify:track:0lOjqvaMs2OkBPU61I7jAO,"['vinahouse', 'vietnamese lo-fi', 'v-pop', 'lo-fi']",['vietnamese lo-fi'],['v-pop']
5gcLiSWhLmNFFOTjItnio9,Gió (Remix),spotify:track:5gcLiSWhLmNFFOTjItnio9,"['vinahouse', 'v-pop']",[],['v-pop']
7xPF0zq1WCZvoWUxAtFTQv,Yêu Thật Khó Xoá Thật Đau (Qinn Remix),spotify:track:7xPF0zq1WCZvoWUxAtFTQv,"['vinahouse', 'v-pop']",[],['v-pop']
4G30oVhu0LMVohJqHMRXMb,Hơn Cả Mây Trời - Tipo Remix,spotify:track:4G30oVhu0LMVohJqHMRXMb,"['vinahouse', 'v-pop', 'vietnamese lo-fi']",['vietnamese lo-fi'],['v-pop']
4mgIhiZw9Xz6NJ1Fx789Hg,Em Có Biết (Remix),spotify:track:4mgIhiZw9Xz6NJ1Fx789Hg,"['vinahouse', 'v-pop', 'vietnamese hip hop']",['vietnamese hip hop'],['v-pop']
5MF7zlE5ZAdBRrEU9qzvbD,Thích Thì Đến - Remix,spotify:track:5MF7zlE5ZAdBRrEU9qzvbD,"['vinahouse', 'v-pop', 'vietnamese lo-fi']",['vietnamese lo-fi'],['v-pop']
3Y9TUNoLgfAQWUqsYJCQcu,Em Vội Quên (WM Remix),spotify:track:3Y9TUNoLgfAQWUqsYJCQcu,"['vinahouse', 'vietnamese bolero', 'v-pop', 'traditional music']",['vietnamese bolero'],['v-pop']
6dwzvH14vFatFjpjBwOGuX,Như Anh Đã Thấy Em (Remix),spotify:track:6dwzvH14vFatFjpjBwOGuX,"['vinahouse', 'vietnamese lo-fi', 'v-pop', 'lo-fi']",['vietnamese lo-fi'],['v-pop']
01jDa7jUJEOIjI50RV6y4U,Giờ Không Cưới Thì Nào Cưới (Speed Up),spotify:track:01jDa7jUJEOIjI50RV6y4U,"['vinahouse', 'v-pop', 'vietnamese lo-fi']",['vietnamese lo-fi'],['v-pop']
3a2Oftcs10wtzw6AmxuTMU,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,spotify:track:3a2Oftcs10wtzw6AmxuTMU,"['v-pop', 'vietnam indie']",['vietnam indie'],['v-pop']
5M9LjcY7i0XVkF2TZvzGPa,Tận Cùng Nỗi Nhớ,spotify:track:5M9LjcY7i0XVkF2TZvzGPa,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']","['vietnamese lo-fi', 'vietnam indie']",['v-pop']
2anWKmV4Je8175CHvemHV9,để tôi ôm em bằng giai điệu này,spotify:track:2anWKmV4Je8175CHvemHV9,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']","['vietnamese lo-fi', 'vietnam indie']",['v-pop']
4CUvVaAYuXtvYURLFz7EIL,Chuyện Đôi Ta (feat. Muộii),spotify:track:4CUvVaAYuXtvYURLFz7EIL,"['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']","['vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']",['v-pop']
3oIOIElcMs0kzonoDHzEx6,Thac Mac?,spotify:track:3oIOIElcMs0kzonoDHzEx6,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']","['vietnam indie', 'vietnamese lo-fi']",['v-pop']
7oX6qKTnKeVG6iT0qG1i29,Bông Hoa Đẹp Nhất,spotify:track:7oX6qKTnKeVG6iT0qG1i29,"['v-pop', 'vietnamese lo-fi', 'vietnam indie']","['vietnamese lo-fi', 'vietnam indie']",['v-pop']
6Bwfp26rlqnG7RKAYin4Ru,Chẳng Thể Tìm Được Em,spotify:track:6Bwfp26rlqnG7RKAYin4Ru,"['vietnamese lo-fi', 'v-pop', 'vinahouse', 'vietnam indie']","['vietnamese lo-fi', 'vietnam indie']",['v-pop']
4keSr5zqcPpE18j4CxYN9Z,Chẳng Ai Yêu Mãi Một Người (Lofi Ver.),spotify:track:4keSr5zqcPpE18j4CxYN9Z,"['vietnamese lo-fi', 'vinahouse', 'v-pop', 'lo-fi']",['vietnamese lo-fi'],['v-pop']
39TAKt2hL8sdhVTFCNfm2Y,Ai Đưa Em Về,spotify:track:39TAKt2hL8sdhVTFCNfm2Y,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese hip hop']","['vietnam indie', 'vietnamese hip hop']",['v-pop']
2EZtTS76x5M6hK96CLclPd,Liệu Giờ,spotify:track:2EZtTS76x5M6hK96CLclPd,"['vietnamese lo-fi', 'v-pop', 'vietnamese hip hop', 'vietnam indie']","['vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']",['v-pop']
